Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1145370,-,-,-,38.89,-77.02,-5,22,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2024,8,12,15,30,712,143,606,15.4,28.5,1014,44.87,306,3.6,0.16,124,760,618
2024,8,12,16,30,664,110,433,15.4,27.6,1014,47.26,309,3.1,0.16,110,664,433
2024,8,12,17,30,406,101,222,15.8,26,1014,53.47,312,2.2,0.16,85,505,236
2024,8,12,18,30,222,39,62,17.400000000000002,24.1,1015,66.01,316,1.5,0.16,39,222,62
2024,8,12,19,30,0,0,0,17.3,22.900000000000002,1015,70.62,321,1.3,0.16,0,0,0
2024,8,12,20,30,0,0,0,17.400000000000002,22.400000000000002,1015,73.36,326,1.3,0.16,0,0,0
2024,8,12,21,30,0,0,0,17.400000000000002,21.6,1016,76.83,331,1.4000000000000001,0.16,0,0,0
2024,8,12,22,30,0,0,0,17.1,20.8,1015,79.31,335,1.5,0.16,0,0,0
2024,8,12,23,30,0,0,0,17.1,20.200000000000003,1015,82.4,340,1.6,0.16,0,0,0
2024,8,13,0,30,0,0,0,17.2,19.6,1015,86.08,346,1.6,0.16,0,0,0
2024,8,13,1,30,0,0,0,17.3,19.200000000000003,1016,88.89,352,1.6,0.16,0,0,0
2024,8,13,2,30,0,0,0,17.400000000000002,18.7,1016,92.34,357,1.6,0.16,0,0,0
2024,8,13,3,30,0,0,0,17.5,18.3,1016,95.38,181,1.5,0.16,0,0,0
2024,8,13,4,30,0,0,0,17.7,18.1,1016,97.22,5,1.5,0.16,0,0,0
2024,8,13,5,30,0,2,2,17.8,19.1,1016,92.08,9,2,0.16,11,78,13
2024,8,13,6,30,248,83,136,18,21.400000000000002,1017,81.14,18,2.3000000000000003,0.16,57,467,157
2024,8,13,7,30,562,109,337,17.5,24,1017,67.16,32,2,0.16,84,660,352
2024,8,13,8,30,761,102,544,16.400000000000002,26.1,1017,55.09,29,1.6,0.16,102,761,544
2024,8,13,9,30,821,112,710,15.3,27.400000000000002,1017,47.56,181,1.2000000000000002,0.16,112,821,710
2024,8,13,10,30,854,120,833,14.600000000000001,28.200000000000003,1016,43.4,332,1.2000000000000002,0.16,120,854,833
2024,8,13,11,30,461,327,740,14.5,28.8,1016,41.56,318,1.4000000000000001,0.16,126,866,903
2024,8,13,12,30,419,371,751,14.4,29.3,1015,40.36,317,1.6,0.16,125,874,918
2024,8,13,13,30,655,230,798,14.5,29.6,1015,39.86,323,2,0.16,121,866,872
2024,8,13,14,30,357,296,574,14.600000000000001,29.5,1015,40.33,330,2.4000000000000004,0.16,117,836,768
2024,8,13,15,30,306,242,440,14.8,29.1,1015,41.76,334,2.6,0.16,107,790,618
2024,8,13,16,30,84,179,220,14.700000000000001,28.3,1015,43.480000000000004,336,2.5,0.16,88,720,435
2024,8,13,17,30,333,69,167,15.200000000000001,26.700000000000003,1015,49.15,339,1.9000000000000001,0.16,65,587,238
2024,8,13,18,30,304,31,62,17,24.400000000000002,1015,63.24,343,1.3,0.16,31,304,62
2024,8,13,19,30,0,0,0,16.5,23.1,1015,66.53,344,1.2000000000000002,0.16,0,0,0
2024,8,13,20,30,0,0,0,16.400000000000002,22.5,1016,68.39,342,1.2000000000000002,0.16,0,0,0
2024,8,13,21,30,0,0,0,16.2,21.8,1016,70.65,340,1.3,0.16,0,0,0
2024,8,13,22,30,0,0,0,16.2,21.1,1016,73.73,342,1.4000000000000001,0.16,0,0,0
2024,8,13,23,30,0,0,0,16.5,20.5,1016,77.63,346,1.5,0.16,0,0,0
2024,8,14,0,30,0,0,0,16.900000000000002,20.1,1016,81.74,351,1.7000000000000002,0.16,0,0,0
2024,8,14,1,30,0,0,0,17.400000000000002,19.900000000000002,1016,85.67,353,1.7000000000000002,0.16,0,0,0
2024,8,14,2,30,0,0,0,17.900000000000002,19.700000000000003,1016,89.60000000000001,354,1.8,0.16,0,0,0
2024,8,14,3,30,0,0,0,18.3,19.5,1016,92.64,353,1.8,0.16,0,0,0
2024,8,14,4,30,0,0,0,18.5,19.3,1017,94.91,352,1.8,0.16,0,0,0
2024,8,14,5,30,41,9,10,18.5,20.1,1017,90.55,350,2.3000000000000003,0.16,9,41,10
2024,8,14,6,30,323,72,140,18.6,22.1,1017,80.43,352,2.6,0.16,72,323,140
2024,8,14,7,30,501,124,326,18.1,24.700000000000003,1017,66.85,181,2.5,0.16,124,501,326
2024,8,14,8,30,603,163,512,16.7,26.8,1017,54.08,5,2.6,0.16,163,603,512
2024,8,14,9,30,694,177,681,15.700000000000001,28.200000000000003,1017,46.53,179,2.7,0.16,177,694,681
2024,8,14,10,30,767,175,814,15.200000000000001,29.1,1017,42.980000000000004,354,2.9000000000000004,0.16,175,767,814
2024,8,14,11,30,786,183,886,15,29.8,1017,40.730000000000004,352,3.1,0.16,183,786,886
2024,8,14,12,30,759,201,888,14.9,30.1,1016,39.65,352,3.1,0.16,201,759,888
2024,8,14,13,30,708,220,832,14.8,30.200000000000003,1016,39.24,353,3.1,0.16,220,708,832
2024,8,14,14,30,681,204,732,14.8,30.200000000000003,1016,39.27,356,3,0.16,204,681,732
2024,8,14,15,30,535,210,555,14.700000000000001,29.8,1016,39.97,181,2.7,0.16,177,633,585
2024,8,14,16,30,552,143,407,14.700000000000001,29,1016,41.67,4,2.2,0.16,143,552,407
2024,8,14,17,30,408,97,216,15.3,27.1,1016,48.32,4,1.5,0.16,97,408,216
2024,8,14,18,30,160,34,49,17.2,24.8,1016,62.78,180,1.1,0.16,34,160,49
2024,8,14,19,30,0,0,0,16.400000000000002,23.6,1017,63.96,357,1.1,0.16,0,0,0
2024,8,14,20,30,0,0,0,16.3,23,1017,66.03,358,1,0.16,0,0,0
2024,8,14,21,30,0,0,0,16.3,22.3,1017,68.84,358,1,0.16,0,0,0
2024,8,14,22,30,0,0,0,16.400000000000002,21.6,1017,72.32000000000001,358,1.1,0.16,0,0,0
2024,8,14,23,30,0,0,0,16.7,20.900000000000002,1017,76.95,358,1.2000000000000002,0.16,0,0,0
2024,8,15,0,30,0,0,0,17.1,20.3,1016,81.97,180,1.3,0.16,0,0,0
2024,8,15,1,30,0,0,0,17.6,19.8,1016,87.21000000000001,2,1.4000000000000001,0.16,0,0,0
2024,8,15,2,30,0,0,0,18.1,19.5,1016,91.45,4,1.5,0.16,0,0,0
2024,8,15,3,30,0,0,0,18.400000000000002,19.200000000000003,1017,95.33,5,1.6,0.16,0,0,0
2024,8,15,4,30,0,0,0,18.7,19,1017,97.98,3,1.7000000000000002,0.16,0,0,0
2024,8,15,5,30,45,8,9,18.8,20,1017,92.9,178,2.2,0.16,8,45,9
2024,8,15,6,30,386,64,145,19,22.200000000000003,1017,82.19,352,2.4000000000000004,0.16,64,386,145
2024,8,15,7,30,595,98,337,19,25,1018,69.48,354,2.2,0.16,98,595,337
2024,8,15,8,30,711,120,530,17.8,27.6,1018,55.17,353,2.3000000000000003,0.16,120,711,530
2024,8,15,9,30,769,140,696,16.400000000000002,29.200000000000003,1018,45.94,347,2.4000000000000004,0.16,140,769,696
2024,8,15,10,30,797,157,820,15.5,30.200000000000003,1017,41.14,351,2.4000000000000004,0.16,157,797,820
2024,8,15,11,30,814,164,890,14.9,31,1017,37.62,180,2.2,0.16,164,814,890
2024,8,15,12,30,798,176,897,14.4,31.5,1016,35.38,4,1.9000000000000001,0.16,176,798,897
2024,8,15,13,30,527,306,760,14.4,31.700000000000003,1016,35.14,2,1.7000000000000002,0.16,188,758,842
2024,8,15,14,30,677,201,724,14.3,31.700000000000003,1016,34.81,179,1.5,0.16,182,717,736
2024,8,15,15,30,612,180,572,14,31.3,1015,34.86,180,1.4000000000000001,0.16,166,652,584
2024,8,15,16,30,556,139,403,14,30.5,1015,36.6,4,1.1,0.16,139,556,403
2024,8,15,17,30,151,143,186,14.3,28.8,1015,41.11,14,0.8,0.16,96,403,212
2024,8,15,18,30,44,28,32,16.5,26.900000000000002,1016,52.93,36,0.7000000000000001,0.16,31,152,45
2024,8,15,19,30,0,0,0,14.9,25.6,1016,51.72,72,0.8,0.16,0,0,0
2024,8,15,20,30,0,0,0,15.3,24.6,1016,56.35,112,0.9,0.16,0,0,0
2024,8,15,21,30,0,0,0,16,23.700000000000003,1016,61.910000000000004,143,1,0.16,0,0,0
2024,8,15,22,30,0,0,0,16.7,23.1,1016,67.41,164,1.1,0.16,0,0,0
2024,8,15,23,30,0,0,0,17.400000000000002,22.5,1016,72.83,181,1.2000000000000002,0.16,0,0,0
2024,8,16,0,30,0,0,0,17.7,22,1016,76.79,198,1.2000000000000002,0.16,0,0,0
2024,8,16,1,30,0,0,0,17.900000000000002,21.5,1016,79.76,214,1.1,0.16,0,0,0
2024,8,16,2,30,0,0,0,17.7,21,1017,81.69,233,1.1,0.16,0,0,0
2024,8,16,3,30,0,0,0,17.3,20.6,1017,81.61,251,1,0.16,0,0,0
2024,8,16,4,30,0,0,0,17,20.8,1017,78.97,265,0.9,0.16,0,0,0
2024,8,16,5,30,35,6,7,16.900000000000002,21.5,1017,74.96000000000001,275,0.6000000000000001,0.16,6,35,7
2024,8,16,6,30,331,71,139,17.7,22.8,1017,72.82000000000001,204,0.30000000000000004,0.16,69,342,140
2024,8,16,7,30,151,210,270,17.7,25.400000000000002,1017,62.33,144,0.7000000000000001,0.16,111,554,332
2024,8,16,8,30,349,250,451,15.9,28.6,1016,46.11,163,1.4000000000000001,0.16,132,683,525
2024,8,16,9,30,158,296,410,13.600000000000001,30.6,1016,35.38,162,2,0.16,146,759,694
2024,8,16,10,30,528,284,722,13.3,31.6,1016,32.86,161,2.3000000000000003,0.16,155,799,817
2024,8,16,11,30,309,369,644,13.600000000000001,32.300000000000004,1015,32.14,166,2.4000000000000004,0.16,162,810,883
2024,8,16,12,30,336,379,682,14.200000000000001,32.800000000000004,1015,32.51,173,2.4000000000000004,0.16,170,797,888
2024,8,16,13,30,356,388,694,14.600000000000001,32.800000000000004,1014,33.36,175,2.4000000000000004,0.16,175,765,833
2024,8,16,14,30,264,337,540,15,32.4,1014,35.01,168,2.3000000000000003,0.16,167,726,726
2024,8,16,15,30,434,243,520,15.4,31.5,1013,37.76,158,2.3000000000000003,0.16,153,665,577
2024,8,16,16,30,75,222,257,15.8,30.1,1013,42.07,155,2.1,0.16,131,560,395
2024,8,16,17,30,125,140,176,17.400000000000002,28.1,1013,52.14,155,1.7000000000000002,0.16,95,385,204
2024,8,16,18,30,43,21,25,18.1,26.3,1013,60.870000000000005,157,1.8,0.16,32,120,43
2024,8,16,19,30,0,0,0,17.900000000000002,25.5,1014,62.980000000000004,158,2.2,0.16,0,0,0
2024,8,16,20,30,0,0,0,18.400000000000002,24.900000000000002,1014,67.3,161,2.5,0.16,0,0,0
2024,8,16,21,30,0,0,0,19.200000000000003,24.200000000000003,1014,73.74,166,2.6,0.16,0,0,0
2024,8,16,22,30,0,0,0,20,23.6,1014,80.05,173,2.5,0.16,0,0,0
2024,8,16,23,30,0,0,0,20.400000000000002,23.1,1014,84.85000000000001,179,2.4000000000000004,0.16,0,0,0
2024,8,17,0,30,0,0,0,20.6,22.8,1013,87.3,181,2.4000000000000004,0.16,0,0,0
2024,8,17,1,30,0,0,0,20.700000000000003,22.6,1013,89.08,181,2.6,0.16,0,0,0
2024,8,17,2,30,0,0,0,20.8,22.3,1012,91.09,180,2.8000000000000003,0.16,0,0,0
2024,8,17,3,30,0,0,0,20.8,22.1,1012,92.17,175,2.8000000000000003,0.16,0,0,0
2024,8,17,4,30,0,0,0,20.700000000000003,22,1012,92.53,172,2.7,0.16,0,0,0
2024,8,17,5,30,1,1,1,20.6,22.200000000000003,1013,90.65,171,2.8000000000000003,0.16,7,17,7
2024,8,17,6,30,0,29,29,21,22.900000000000002,1013,88.99,172,3,0.16,78,256,130
2024,8,17,7,30,4,119,121,21.400000000000002,24.3,1013,83.94,171,3.1,0.16,136,440,310
2024,8,17,8,30,1,149,150,21.400000000000002,25.900000000000002,1012,76.3,172,3.2,0.16,180,541,490
2024,8,17,9,30,532,234,617,21.1,27.1,1012,69.88,173,3.2,0.16,220,590,644
2024,8,17,10,30,385,360,678,21.1,27.3,1012,69.08,173,3.1,0.16,252,612,758
2024,8,17,11,30,120,421,528,21.5,27.5,1012,69.91,171,3,0.16,261,637,827
2024,8,17,12,30,122,428,538,22,28.3,1011,68.75,166,2.9000000000000004,0.16,299,593,832
2024,8,17,13,30,67,346,403,22.3,29.1,1011,66.63,163,2.5,0.16,338,510,775
2024,8,17,14,30,183,383,523,22.5,29.700000000000003,1010,65.16,160,2,0.16,288,516,684
2024,8,17,15,30,31,167,187,22.700000000000003,30,1009,64.83,155,1.6,0.16,236,487,545
2024,8,17,16,30,25,125,137,22.700000000000003,29.6,1009,66.48,144,1.3,0.16,183,406,373
2024,8,17,17,30,12,44,47,23.200000000000003,28.3,1009,73.75,133,1.1,0.16,115,268,190
2024,8,17,18,30,24,23,25,23.900000000000002,26.6,1009,85.28,130,1.2000000000000002,0.16,30,72,36
2024,8,17,19,30,0,0,0,23.700000000000003,25.400000000000002,1010,90.15,133,1.4000000000000001,0.16,0,0,0
2024,8,17,20,30,0,0,0,23.700000000000003,24.8,1010,93.39,140,1.5,0.16,0,0,0
2024,8,17,21,30,0,0,0,23.700000000000003,24.200000000000003,1010,97.32000000000001,149,1.5,0.16,0,0,0
2024,8,17,22,30,0,0,0,23.700000000000003,23.8,1009,99.47,161,1.3,0.16,0,0,0
2024,8,17,23,30,0,0,0,23.400000000000002,23.400000000000002,1009,100,172,1.3,0.16,0,0,0
2024,8,18,0,30,0,0,0,23.1,23.1,1009,100,179,1.3,0.16,0,0,0
2024,8,18,1,30,0,0,0,22.900000000000002,22.900000000000002,1008,100,181,1.3,0.16,0,0,0
2024,8,18,2,30,0,0,0,22.8,22.8,1008,100,178,1.3,0.16,0,0,0
2024,8,18,3,30,0,0,0,22.700000000000003,22.700000000000003,1008,100,174,1.3,0.16,0,0,0
2024,8,18,4,30,0,0,0,22.6,22.6,1008,100,168,1.3,0.16,0,0,0
2024,8,18,5,30,33,8,8,22.700000000000003,23.200000000000003,1008,97.11,164,1.7000000000000002,0.16,8,33,8
2024,8,18,6,30,4,10,11,23.6,24.400000000000002,1008,95.21000000000001,170,2.1,0.16,62,367,136
2024,8,18,7,30,132,111,163,24.1,25.5,1008,92.25,188,2.1,0.16,97,574,323
2024,8,18,8,30,364,113,321,24,26.900000000000002,1008,84.19,197,1.9000000000000001,0.16,121,683,510
2024,8,18,9,30,20,287,301,23.3,28.3,1008,74.56,194,1.9000000000000001,0.16,149,724,668
2024,8,18,10,30,119,425,523,22.8,29.6,1007,66.92,192,2,0.16,178,734,783
2024,8,18,11,30,753,184,851,22.5,30.5,1007,62.31,194,2,0.16,184,753,851
2024,8,18,12,30,662,236,829,22.3,31,1006,59.81,199,1.9000000000000001,0.16,184,757,862
2024,8,18,13,30,739,183,814,22.200000000000003,31.200000000000003,1006,58.71,205,1.6,0.16,183,739,814
2024,8,18,14,30,704,173,711,22.1,31.200000000000003,1005,58.57,211,1.2000000000000002,0.16,173,704,711
2024,8,18,15,30,651,154,565,22.1,30.900000000000002,1005,59.47,218,0.8,0.16,154,651,565
2024,8,18,16,30,553,130,387,22.200000000000003,30.3,1005,61.99,226,0.6000000000000001,0.16,130,553,387
2024,8,18,17,30,385,92,198,22.6,29,1005,68.54,238,0.5,0.16,92,385,198
2024,8,18,18,30,113,31,40,23.700000000000003,27.5,1006,79.91,265,0.4,0.16,31,113,40
2024,8,18,19,30,0,0,0,23.8,26.3,1006,86.23,296,0.4,0.16,0,0,0
2024,8,18,20,30,0,0,0,23.400000000000002,25.3,1006,89.02,311,0.5,0.16,0,0,0
2024,8,18,21,30,0,0,0,23,24.5,1006,91.16,315,0.7000000000000001,0.16,0,0,0
2024,8,18,22,30,0,0,0,22.5,23.8,1006,92.42,311,0.8,0.16,0,0,0
2024,8,18,23,30,0,0,0,22,23.1,1005,93.51,305,1,0.16,0,0,0
2024,8,19,0,30,0,0,0,21.5,22.400000000000002,1005,94.72,301,1.2000000000000002,0.16,0,0,0
2024,8,19,1,30,0,0,0,21.200000000000003,21.900000000000002,1005,95.74000000000001,302,1.5,0.16,0,0,0
2024,8,19,2,30,0,0,0,20.900000000000002,21.5,1005,96.63,305,1.8,0.16,0,0,0
2024,8,19,3,30,0,0,0,20.8,21.3,1006,97.01,308,2,0.16,0,0,0
2024,8,19,4,30,0,0,0,20.700000000000003,21.200000000000003,1006,97.07000000000001,308,2.1,0.16,0,0,0
2024,8,19,5,30,21,7,7,20.700000000000003,21.5,1006,95.32000000000001,304,2.2,0.16,7,30,7
2024,8,19,6,30,373,62,136,20.900000000000002,22.3,1006,91.71000000000001,302,2.4000000000000004,0.16,62,373,136
2024,8,19,7,30,132,172,224,21.200000000000003,24.1,1006,84.03,308,2.6,0.16,90,603,326
2024,8,19,8,30,42,249,273,20.700000000000003,26.200000000000003,1006,71.77,310,2.9000000000000004,0.16,104,728,517
2024,8,19,9,30,180,370,499,19.900000000000002,27.900000000000002,1006,61.71,302,2.9000000000000004,0.16,112,801,684
2024,8,19,10,30,843,115,808,19.400000000000002,29.1,1006,56.06,295,3.1,0.16,115,843,808
2024,8,19,11,30,800,142,848,19.200000000000003,29.8,1006,53.14,292,3.3000000000000003,0.16,121,856,877
2024,8,19,12,30,797,152,864,19.1,30.200000000000003,1006,51.51,292,3.5,0.16,130,847,886
2024,8,19,13,30,606,229,745,18.900000000000002,30.1,1006,51.300000000000004,294,3.8000000000000003,0.16,135,820,833
2024,8,19,14,30,103,362,440,18.8,29.400000000000002,1006,52.800000000000004,296,4,0.16,134,780,727
2024,8,19,15,30,118,234,308,18.6,28.200000000000003,1006,56.19,300,4.1000000000000005,0.16,127,715,576
2024,8,19,16,30,2,104,105,18.8,26.6,1007,62.160000000000004,307,3.9000000000000004,0.16,109,619,394
2024,8,19,17,30,0,44,44,19,25,1007,69.56,318,3.6,0.16,77,466,204
2024,8,19,18,30,170,28,41,19.200000000000003,23.6,1008,76.14,326,3.5,0.16,28,170,41
2024,8,19,19,30,0,0,0,18.900000000000002,22.6,1009,79.54,329,3.4000000000000004,0.16,0,0,0
2024,8,19,20,30,0,0,0,18.5,21.900000000000002,1009,80.99,328,3.3000000000000003,0.16,0,0,0
2024,8,19,21,30,0,0,0,18.3,21.200000000000003,1010,83.28,327,3.5,0.16,0,0,0
2024,8,19,22,30,0,0,0,17.8,20.6,1010,83.82000000000001,329,3.8000000000000003,0.16,0,0,0
2024,8,19,23,30,0,0,0,17.1,19.8,1011,84.18,331,3.8000000000000003,0.16,0,0,0
2024,8,20,0,30,0,0,0,16.400000000000002,19,1011,85,331,3.4000000000000004,0.16,0,0,0
2024,8,20,1,30,0,0,0,16,18.3,1011,86.58,329,3.1,0.16,0,0,0
2024,8,20,2,30,0,0,0,15.8,17.900000000000002,1011,87.37,329,3,0.16,0,0,0
2024,8,20,3,30,0,0,0,15.600000000000001,17.400000000000002,1011,89.22,331,3,0.16,0,0,0
2024,8,20,4,30,0,0,0,15.4,17,1012,90.04,334,3,0.16,0,0,0
2024,8,20,5,30,49,7,7,15,17.400000000000002,1013,86.06,338,3.4000000000000004,0.16,7,49,7
2024,8,20,6,30,448,55,143,14.600000000000001,18.6,1013,77.79,344,4.1000000000000005,0.16,55,448,143
2024,8,20,7,30,506,114,311,13.3,20.1,1014,64.74,347,4.3,0.16,84,658,340
2024,8,20,8,30,16,217,226,12.3,21.400000000000002,1014,56.160000000000004,342,4.1000000000000005,0.16,106,758,535
2024,8,20,9,30,0,180,180,12.200000000000001,22.5,1014,52.03,334,4,0.16,125,813,704
2024,8,20,10,30,102,367,451,12.4,23.400000000000002,1014,49.96,330,4,0.16,135,847,830
2024,8,20,11,30,112,441,540,12.600000000000001,24,1013,48.800000000000004,328,4,0.16,139,865,901
2024,8,20,12,30,162,409,553,12.5,24.5,1013,47.03,328,4,0.16,138,869,912
2024,8,20,13,30,577,276,765,12.3,24.900000000000002,1013,45.54,327,3.9000000000000004,0.16,133,862,864
2024,8,20,14,30,674,194,705,12.100000000000001,25,1013,44.46,327,4,0.16,121,841,758
2024,8,20,15,30,657,158,568,11.700000000000001,24.6,1014,44.49,328,4,0.16,107,800,606
2024,8,20,16,30,557,125,380,11.100000000000001,23.8,1014,44.96,331,3.9000000000000004,0.16,89,725,420
2024,8,20,17,30,281,91,166,10.5,22,1015,47.92,336,3.1,0.16,63,582,219
2024,8,20,18,30,248,26,44,11,19.8,1016,56.84,342,2.3000000000000003,0.16,26,248,44
2024,8,20,19,30,0,0,0,11.5,18.3,1016,64.47,345,2,0.16,0,0,0
2024,8,20,20,30,0,0,0,11.700000000000001,17.5,1017,68.76,345,1.9000000000000001,0.16,0,0,0
2024,8,20,21,30,0,0,0,11.700000000000001,16.8,1017,72.02,342,1.9000000000000001,0.16,0,0,0
2024,8,20,22,30,0,0,0,11.8,16.3,1018,74.88,338,2,0.16,0,0,0
2024,8,20,23,30,0,0,0,12,15.8,1018,78.09,335,2.2,0.16,0,0,0
2024,8,21,0,30,0,0,0,12.100000000000001,15.4,1018,80.74,333,2.5,0.16,0,0,0
2024,8,21,1,30,0,0,0,12.100000000000001,15,1018,82.95,333,2.6,0.16,0,0,0
2024,8,21,2,30,0,0,0,12,14.5,1018,84.9,333,2.5,0.16,0,0,0
2024,8,21,3,30,0,0,0,11.8,14,1018,86.39,331,2.3000000000000003,0.16,0,0,0
2024,8,21,4,30,0,0,0,11.5,13.600000000000001,1019,87.01,329,2,0.16,0,0,0
2024,8,21,5,30,37,6,6,11.200000000000001,14.200000000000001,1019,82.24,323,2.3000000000000003,0.16,6,37,6
2024,8,21,6,30,468,54,144,11.100000000000001,16.2,1019,71.59,319,2.8000000000000003,0.16,54,468,144
2024,8,21,7,30,692,77,345,10.4,18.7,1019,58.65,324,3.2,0.16,77,692,345
2024,8,21,8,30,807,91,545,9.8,20.900000000000002,1019,48.980000000000004,327,3.5,0.16,91,807,545
2024,8,21,9,30,860,103,714,9.600000000000001,22.400000000000002,1019,44.07,325,3.6,0.16,103,860,714
2024,8,21,10,30,886,116,840,9.600000000000001,23.6,1019,41.07,323,3.7,0.16,116,886,840
2024,8,21,11,30,910,116,915,9.600000000000001,24.5,1019,38.96,321,3.7,0.16,116,910,915
2024,8,21,12,30,907,121,926,9.5,25.1,1018,37.2,320,3.7,0.16,121,907,926
2024,8,21,13,30,409,329,675,9.3,25.400000000000002,1018,36.06,319,3.7,0.16,128,879,871
2024,8,21,14,30,636,213,693,9.1,25.400000000000002,1018,35.7,319,3.5,0.16,124,842,759
2024,8,21,15,30,713,139,581,9.1,25.1,1018,36.17,319,3.3000000000000003,0.16,115,785,602
2024,8,21,16,30,406,144,328,8.8,24.3,1018,37.2,320,2.9000000000000004,0.16,99,692,412
2024,8,21,17,30,527,70,209,9.200000000000001,22.3,1018,43.32,322,2,0.16,70,527,209
2024,8,21,18,30,180,26,38,11.600000000000001,19.900000000000002,1019,58.74,324,1.4000000000000001,0.16,26,180,38
2024,8,21,19,30,0,0,0,11.200000000000001,18.8,1019,61.19,326,1.3,0.16,0,0,0
2024,8,21,20,30,0,0,0,11.100000000000001,18.3,1020,62.72,326,1.3,0.16,0,0,0
2024,8,21,21,30,0,0,0,11,17.8,1020,64.26,325,1.3,0.16,0,0,0
2024,8,21,22,30,0,0,0,11,16.900000000000002,1020,68.17,326,1.3,0.16,0,0,0
2024,8,21,23,30,0,0,0,11.100000000000001,16,1020,72.94,328,1.4000000000000001,0.16,0,0,0
2024,8,22,0,30,0,0,0,11.4,15.200000000000001,1020,78.11,333,1.4000000000000001,0.16,0,0,0
2024,8,22,1,30,0,0,0,11.700000000000001,14.600000000000001,1020,82.76,339,1.5,0.16,0,0,0
2024,8,22,2,30,0,0,0,12,14,1020,87.79,343,1.5,0.16,0,0,0
2024,8,22,3,30,0,0,0,12.3,13.5,1020,92.64,346,1.5,0.16,0,0,0
2024,8,22,4,30,0,0,0,12.600000000000001,13.200000000000001,1021,96.12,347,1.5,0.16,0,0,0
2024,8,22,5,30,32,5,5,12.700000000000001,14.100000000000001,1021,91.52,347,1.9000000000000001,0.16,5,32,5
2024,8,22,6,30,446,55,140,12.9,16.5,1022,79.24,343,2.1,0.16,55,446,140
2024,8,22,7,30,327,140,266,12.700000000000001,19.8,1022,63.64,341,1.8,0.16,81,672,339
2024,8,22,8,30,786,97,538,10.9,22.700000000000003,1023,47.28,336,2,0.16,97,786,538
2024,8,22,9,30,853,106,710,9.600000000000001,24.3,1023,39.33,331,2.2,0.16,106,853,710
2024,8,22,10,30,892,111,838,9.200000000000001,25.3,1023,36.07,330,2.3000000000000003,0.16,111,892,838
2024,8,22,11,30,356,362,674,9,26,1022,34.19,329,2.1,0.16,113,912,912
2024,8,22,12,30,347,383,690,8.9,26.6,1022,32.8,326,1.9000000000000001,0.16,113,915,923
2024,8,22,13,30,663,234,792,8.8,26.8,1021,32.21,321,1.8,0.16,110,904,871
2024,8,22,14,30,566,243,668,8.8,26.8,1021,32.07,319,1.7000000000000002,0.16,104,878,763
2024,8,22,15,30,757,119,586,8.700000000000001,26.5,1021,32.51,318,1.7000000000000002,0.16,94,830,606
2024,8,22,16,30,746,80,415,8.700000000000001,25.700000000000003,1021,33.97,321,1.5,0.16,80,746,415
2024,8,22,17,30,590,59,212,9,23.900000000000002,1021,38.65,329,1.2000000000000002,0.16,59,590,212
2024,8,22,18,30,223,23,37,11.4,22,1021,51.06,344,0.9,0.16,23,223,37
2024,8,22,19,30,0,0,0,10.3,21.1,1022,50.11,184,0.8,0.16,0,0,0
2024,8,22,20,30,0,0,0,10.100000000000001,20.6,1022,51.09,26,0.7000000000000001,0.16,0,0,0
2024,8,22,21,30,0,0,0,9.9,20.5,1023,50.660000000000004,48,0.6000000000000001,0.16,0,0,0
2024,8,22,22,30,0,0,0,9.4,20.3,1023,49.54,75,0.4,0.16,0,0,0
2024,8,22,23,30,0,0,0,9.200000000000001,19.900000000000002,1023,50.1,142,0.30000000000000004,0.16,0,0,0
2024,8,23,0,30,0,0,0,9.3,19.200000000000003,1023,52.77,210,0.5,0.16,0,0,0
2024,8,23,1,30,0,0,0,9.8,18.1,1023,58.47,233,0.8,0.16,0,0,0
2024,8,23,2,30,0,0,0,10.600000000000001,16.8,1024,67.01,245,1.1,0.16,0,0,0
2024,8,23,3,30,0,0,0,11.5,15.8,1024,75.55,255,1.2000000000000002,0.16,0,0,0
2024,8,23,4,30,0,0,0,12,15.3,1024,80.56,264,1.3,0.16,0,0,0
